created_at,id,text,source,user_id,truncated,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,retweeted_status_id,geo,place,contributors,retweet_count,reply_count,favorite_count,favorited,retweeted,possibly_sensitive,num_hashtags,num_urls,num_mentions,timestamp
Thu Apr 04 08:03:49 +0000 2013,319721957157388288,First class with the bump :0) http://t.co/1T5xxCxOkg,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2013-04-04 10:03:49
Sun Mar 31 11:42:26 +0000 2013,318327423240376321,Happy Easter everyone!!! http://t.co/BTFjt6gQZs,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2013-03-31 13:42:26
Sat Mar 30 13:18:06 +0000 2013,317989110990127105,Lovely day at Alban Island with pamdodds551 @ Ye Olde Fighting Cocks http://t.co/TDJmnn144S,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2013-03-30 14:18:06
Wed Mar 27 19:15:17 +0000 2013,316991835501383680,Looking forward to this Sun in Muscat next week!!! http://t.co/C4Bz9HaZJ3,"<a href=""http://www.apple.com"" rel=""nofollow"">Safari on iOS</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2013-03-27 20:15:17
Sun Mar 10 21:40:05 +0000 2013,310867682780131328,@ian_mannly @edelelynch @Keavylynch  sure Sarah or Malcolm would be up for it! Would to love to see u girls but have a class to teach :0),"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10935572,,310865151597371392,45021556,ian_mannly,,,,,0,1,0,,,,0,0,3,2013-03-10 22:40:05
Sun Mar 10 21:36:20 +0000 2013,310866736360591360,@mal_treated @sinocarroll @edelelynch @Keavylynch @lindsayarmaou @LovesOfaLDNgirl our own big reunion this weekend!! http://t.co/UalBI4k0ck,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10935572,,0,886557390,mal_treated,,,,,0,0,0,,,,0,0,6,2013-03-10 22:36:20
Sun Mar 10 21:31:36 +0000 2013,310865544637202432,@ian_mannly @mal_treated @lovesofaldngirl that would be amazing - would love to come but I have work :0( say hi to them for me :0),"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10935572,,310865151597371392,45021556,ian_mannly,,,,,0,1,0,,,,0,0,3,2013-03-10 22:31:36
Thu Feb 14 15:58:25 +0000 2013,302084389972627457,Lucky me! Happy Valentines everyone :0) http://t.co/D8MKHZfE,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2013-02-14 16:58:25
Sat Jan 19 16:32:55 +0000 2013,292670988561301504,Snowy walk along the canal! http://t.co/YEwDT7hj,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2013-01-19 17:32:55
Thu Jan 03 21:49:15 +0000 2013,286952390857469953,@LovesOfaLDNgirl @ian_mannly @lindsayarmaou @sinocarroll @keavylynch @edelelynch haha great picture - I feel old now! Good luck girls :0),"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10935572,,286943843335692289,20241643,LovesOfaLDNgirl,,,,,0,2,0,,,,0,0,6,2013-01-03 22:49:15
Tue Jan 01 17:51:38 +0000 2013,286167813821956096,RT @HarperCollins: Retweet if you want to *write* more in 2013! #resolutions,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10935572,,0,0,,,,,,110,3,10,,,,1,0,1,2013-01-01 18:51:38
Thu Dec 27 18:55:39 +0000 2012,284371984236806144,"Great show today, go and see it if u haven't - fantastic!!! http://t.co/NRqRs1rE","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-12-27 19:55:39
Fri Dec 21 15:08:42 +0000 2012,282140543398576129,Lovely Christmas cupcake from one of my class :0) http://t.co/nYzJNyWx,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-12-21 16:08:42
Mon Dec 17 19:22:14 +0000 2012,280754797634793472,Lovely present from a lovely husband :0) http://t.co/zb2zY3Pk,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-12-17 20:22:14
Fri Dec 14 20:27:36 +0000 2012,279684084786139136,Birthday drinks :0) http://t.co/PAbu4zMt,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,1,1,0,,,,0,1,0,2012-12-14 21:27:36
Sat Dec 08 00:07:29 +0000 2012,277202705452240897,Work night out!!!! http://t.co/fNM7dFQb,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-12-08 01:07:29
Sat Dec 08 00:07:24 +0000 2012,277202682761076739,Just posted a photo http://t.co/uUYy4bbs,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-12-08 01:07:24
Sat Dec 08 00:07:23 +0000 2012,277202677400735745,Just posted a photo http://t.co/zITdiXmk,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-12-08 01:07:23
Sat Dec 08 00:07:21 +0000 2012,277202671142854657,Just posted a photo http://t.co/t4bufDQD,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-12-08 01:07:21
Sat Dec 08 00:07:19 +0000 2012,277202663286906881,Just posted a photo http://t.co/yFEenorY,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-12-08 01:07:19
Wed Dec 05 07:48:10 +0000 2012,276231475882508288,Winter wonderland :0) http://t.co/jYNNPeNg,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-12-05 08:48:10
Sat Dec 01 22:44:08 +0000 2012,275007400635936768,Cutting through the castle cake :0) http://t.co/Duk8dchS,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-12-01 23:44:08
Sat Dec 01 21:21:52 +0000 2012,274986696465080320,The birthday girl :0) http://t.co/gFtKQAeA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-12-01 22:21:52
Sat Dec 01 15:46:42 +0000 2012,274902351469490176,Pretty cottages :0) http://t.co/tRJNelWg,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-12-01 16:46:42
Sat Dec 01 15:35:30 +0000 2012,274899531534045184,On our way to the pub for lunch :0) http://t.co/bWtcdesl,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-12-01 16:35:30
Fri Nov 30 23:35:09 +0000 2012,274657854160519169,"Birthday cake, for the birthday girls :0) http://t.co/hQJHroBX","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-12-01 00:35:09
Tue Nov 27 18:14:01 +0000 2012,273489872810045440,"@LovesOfaLDNgirl @bwitchedreunion @lindsayarmaou I hope so, I wonder if they remember us? Can't wait for the show :0)","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10935572,,273112472985165824,20241643,LovesOfaLDNgirl,,,,,0,0,0,,,,0,0,3,2012-11-27 19:14:01
Mon Nov 26 21:27:44 +0000 2012,273176234941353984,Yum!!!! http://t.co/sBuazuny,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-11-26 22:27:44
Sun Nov 25 10:06:58 +0000 2012,272642527335677952,Zulu in Camden :0) http://t.co/sHD5D5wq,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-11-25 11:06:58
Sun Nov 25 10:06:58 +0000 2012,272642525708316672,Cocktail time...... http://t.co/vTpWwx6A,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-11-25 11:06:58
Sat Nov 24 19:36:15 +0000 2012,272423405121331200,"Beer, yum!!! http://t.co/f7K00eaB","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-11-24 20:36:15
Sat Nov 24 17:03:03 +0000 2012,272384850235895809,"On our way into London to see missparklie not quite cancun weather, but looking forward to the good company http://t.co/Gn3cmgcu","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-11-24 18:03:03
Sat Nov 24 11:01:46 +0000 2012,272293930593312768,Looking forward to opening this next weekend! Thanks @lovesofaldngirl :0) http://t.co/zb1gMX3c,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,1,0,1,,,,0,1,1,2012-11-24 12:01:46
Sun Nov 18 18:33:46 +0000 2012,270233351225495552,Misty misses @lovesofaldngirl ahhh!!!! http://t.co/8KI3FgAy,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,1,2012-11-18 19:33:46
Sat Nov 17 22:15:08 +0000 2012,269926674903220224,Nice new flat @lovesofaldngirl http://t.co/yyVpFiYc,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,1,0,,,,0,1,1,2012-11-17 23:15:08
Sat Nov 10 20:30:43 +0000 2012,267363682416222208,Yummy cocktails :0) http://t.co/ZBApU3IW,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,1,0,,,,0,1,0,2012-11-10 21:30:43
Sat Nov 10 17:13:24 +0000 2012,267314023631040512,It's nearly Christmas.... http://t.co/maYio7Yc,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-11-10 18:13:24
Sat Nov 10 17:13:22 +0000 2012,267314014755885056,On the way..... http://t.co/WD24CkCE,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-11-10 18:13:22
Sat Nov 10 17:13:21 +0000 2012,267314013359185921,Just posted a photo http://t.co/Kf9WfMNF,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-11-10 18:13:21
Tue Nov 06 17:56:10 +0000 2012,265875235461545984,"My lovely new bath, can't wait to use it :0) http://t.co/bORfrXzj","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-11-06 18:56:10
Mon Nov 05 17:32:55 +0000 2012,265506998399930370,November challenge - after 5:30pm and still at school :0( http://t.co/t3RhTf37,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-11-05 18:32:55
Sun Nov 04 19:28:11 +0000 2012,265173615744524288,November photo challenge - Ryan gosling on tv!!! http://t.co/U6CXXf9z,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-11-04 20:28:11
Sat Nov 03 12:19:53 +0000 2012,264703441941721088,Empty room - ready for the new bathroom :0) http://t.co/2qFhIoLS,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-11-03 13:19:53
Fri Nov 02 23:16:39 +0000 2012,264506335318650881,Birthday drinks!!! http://t.co/jZUnIGhj,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-11-03 00:16:39
Fri Nov 02 22:48:43 +0000 2012,264499305769992192,jbeech4's photo http://t.co/rwCoO8AP,"<a href=""http://itunes.apple.com/us/app/instagram/id389801252?mt=8&uo=4"" rel=""nofollow"">Instagram on iOS</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-11-02 23:48:43
Fri Nov 02 21:45:55 +0000 2012,264483501015965696,Feet.... http://t.co/HuAoMEhx,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-11-02 22:45:55
Thu Nov 01 22:30:03 +0000 2012,264132219487002627,My something starting with 'c'  - a yummy cosmopolitain :0) http://t.co/fTLZC94A,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-11-01 23:30:03
Thu Nov 01 22:23:55 +0000 2012,264130677505654785,This is fab!!!! http://t.co/wI9I1QQO,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-11-01 23:23:55
Thu Nov 01 15:13:58 +0000 2012,264022476047151104,#instacollage http://t.co/GFO897IH,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,1,1,0,2012-11-01 16:13:58
Thu Nov 01 14:25:12 +0000 2012,264010205837291520,Swans :0) http://t.co/X0fkQHql,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-11-01 15:25:12
Thu Nov 01 14:18:45 +0000 2012,264008582297698305,Belle Island! http://t.co/xysrIFEy,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-11-01 15:18:45
Wed Oct 31 20:58:38 +0000 2012,263746828489601025,Pumpkin head!!! http://t.co/RfBYmU3K,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-31 21:58:38
Wed Oct 31 14:40:37 +0000 2012,263651696482324482,Just arrived.... http://t.co/8hmW3p7j,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-31 15:40:37
Tue Oct 30 16:34:43 +0000 2012,263318022628995073,Big glass of wine with lunch :0) http://t.co/inHyJ7fX,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-30 17:34:43
Tue Oct 30 11:00:42 +0000 2012,263233963701719040,Ready for the call.... http://t.co/fyEdNACT,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-30 12:00:42
Sat Oct 27 20:28:35 +0000 2012,262289711861751809,Oh dear - Gary that was harsh!!! #xfactor,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10935572,,0,0,,,,,,0,0,0,,,,1,0,0,2012-10-27 22:28:35
Sat Oct 27 01:52:44 +0000 2012,262008900579102720,Just posted a photo http://t.co/sqhkMJq6,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-27 03:52:44
Sat Oct 27 01:44:16 +0000 2012,262006768132055040,Just posted a photo http://t.co/4gA2dk1L,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-27 03:44:16
Fri Oct 26 21:05:03 +0000 2012,261936503243022336,Just posted a photo http://t.co/lg5wbx2x,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-26 23:05:03
Fri Oct 26 20:21:30 +0000 2012,261925541609893888,Brick of a camera!!! http://t.co/QJgMzEtL,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-26 22:21:30
Fri Oct 26 20:21:02 +0000 2012,261925424471359488,Love it.... http://t.co/xFyn2cHw,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-26 22:21:02
Fri Oct 26 19:47:28 +0000 2012,261916977122123778,Just posted a photo http://t.co/aHrynO0b,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-26 21:47:28
Fri Oct 26 19:26:10 +0000 2012,261911617858592768,Scary...... http://t.co/p9f2A4J7,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-26 21:26:10
Fri Oct 26 19:25:50 +0000 2012,261911535536984064,Ready to go..... http://t.co/p9VnaIsb,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-26 21:25:50
Fri Oct 26 18:33:43 +0000 2012,261898419075960832,Scary...... http://t.co/Q7mYs9gm,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-26 20:33:43
Fri Oct 26 16:16:57 +0000 2012,261864001678483456,Just posted a photo http://t.co/LPML75x1,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-26 18:16:57
Fri Oct 26 15:57:03 +0000 2012,261858990487642113,She is so cute.... http://t.co/DI0o42Bw,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-26 17:57:03
Thu Oct 25 21:37:42 +0000 2012,261582331633090560,Just posted a photo http://t.co/j2rCDCFN,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-25 23:37:42
Thu Oct 25 21:37:35 +0000 2012,261582304181374976,Just posted a photo http://t.co/dj9IFA9W,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-25 23:37:35
Thu Oct 25 07:09:22 +0000 2012,261363809501970432,Can't wait for more if these at the weekend - roll on Friday :0) http://t.co/QcnaOkpr,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-25 09:09:22
Thu Oct 25 07:08:28 +0000 2012,261363580585254914,Just posted a photo http://t.co/QcnaOkpr,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-25 09:08:28
Thu Oct 25 07:07:54 +0000 2012,261363440348717057,Diwali lanterns - ready for the festival of light :0) http://t.co/aS4eR5HG,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,1,0,,,,0,1,0,2012-10-25 09:07:54
Thu Oct 25 07:07:35 +0000 2012,261363359662891008,Lots of cutting and sticking yesterday :0) http://t.co/SFOTPl1V,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-25 09:07:35
Sun Oct 21 01:56:44 +0000 2012,259835580622450689,How can u fall asleep with hiccups? Ap my husband can!!! Xxx,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10935572,,0,0,,,,,,0,1,0,,,,0,0,0,2012-10-21 03:56:44
Sat Oct 20 22:46:42 +0000 2012,259787756929159168,Just posted a photo http://t.co/7r5tWIhK,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-21 00:46:42
Sat Oct 20 21:42:39 +0000 2012,259771640009854976,Just posted a photo http://t.co/lVWFm0B5,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-20 23:42:39
Sat Oct 20 21:10:56 +0000 2012,259763655799877633,Just posted a photo http://t.co/5dM8r6ka,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-20 23:10:56
Sat Oct 20 21:10:44 +0000 2012,259763607410184193,Just posted a photo http://t.co/ajroI9K3,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-20 23:10:44
Fri Oct 19 20:01:56 +0000 2012,259383903226327042,Just posted a photo http://t.co/RYfjH345,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-19 22:01:56
Fri Oct 19 19:57:02 +0000 2012,259382671740915712,Just posted a photo http://t.co/RyamL3yO,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-19 21:57:02
Wed Oct 17 21:38:04 +0000 2012,258683322992062466,Bodyform Responds :: The Truth http://t.co/ci7sEBLJ via @youtube,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,1,2012-10-17 23:38:04
Sun Oct 14 13:29:01 +0000 2012,257473082221031426,Early birthday present for Mr Anderson :0 http://t.co/qs0f3whP,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-14 15:29:01
Sun Oct 14 13:28:35 +0000 2012,257472974955880448,Yummy!!! http://t.co/LerA8vQj,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,0,0,,,,0,1,0,2012-10-14 15:28:35
Fri Oct 12 20:20:15 +0000 2012,256851799045177344,Too many straws..... http://t.co/c0xL7YXo,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,1,0,,,,0,1,0,2012-10-12 22:20:15
Fri Oct 12 20:04:27 +0000 2012,256847820487794688,@LovesOfaLDNgirl oops!!!!,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10935572,,256846963906064386,20241643,LovesOfaLDNgirl,,,,,0,0,0,,,,0,0,1,2012-10-12 22:04:27
Fri Oct 12 19:52:12 +0000 2012,256844738936860672,@LovesOfaLDNgirl not yet :0( I don't wanna finish it!!! Hopefully this weekend :0) have u read it yet? X,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10935572,,256844215374467072,20241643,LovesOfaLDNgirl,,,,,0,0,0,,,,0,0,1,2012-10-12 21:52:12
Fri Oct 12 19:46:24 +0000 2012,256843278601838592,@LovesOfaLDNgirl don't know what u mean hehe!!! Allan is watching the football so have to entertain myself some how xxxx,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10935572,,256842608981200896,20241643,LovesOfaLDNgirl,,,,,0,2,0,,,,0,0,1,2012-10-12 21:46:24
Fri Oct 12 19:43:45 +0000 2012,256842614421196801,@clarebear4 @LovesOfaLDNgirl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10935572,,256840359039074305,10935572,clarebear4,,,,,0,0,0,,,,0,0,2,2012-10-12 21:43:45
Fri Oct 12 19:43:09 +0000 2012,256842461320708096,@clarebear4 @ArashMoghaddami bit late but some pics from your bday xxxx,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10935572,,256840741404426240,10935572,clarebear4,,,,,0,0,0,,,,0,0,2,2012-10-12 21:43:09
Fri Oct 12 19:40:04 +0000 2012,256841686100082688,Last week in the IOW!!! http://t.co/hk5hprIA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",10935572,,0,0,,,,,,0,1,0,,,,0,1,0,2012-10-12 21:40:04
